School name,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Latitude,Longitude
Central Park Primary School,London,London,Newham,East Ham,E6 3DW,51.52869,0.04242
Hasmonean Primary School,London,London,Barnet,Hendon,NW4 2PD,51.58212,-0.21629
Highlands Primary School,London,London,Redbridge,Ilford South,IG1 3LE,51.56751,0.05668
Stephen Hawking School,London,London,Tower Hamlets,Bethnal Green and Bow,E14 7LL,51.51318,-0.03774
Barn Croft Primary School,London,London,Waltham Forest,Walthamstow,E17 8SB,51.57562,-0.03391
The Petchey Academy,London,London,Hackney,Hackney North and Stoke Newington,E8 2EY,51.5517,-0.07174
Stroud Green Primary School,London,London,Haringey,Hornsey and Wood Green,N4 3EX,51.56777,-0.10718
Fern Hill Primary School,London,London,Kingston upon Thames,Richmond Park,KT2 5PE,51.42333,-0.30178
Trinity School,London,London,Barking and Dagenham,Dagenham and Rainham,RM10 7SJ,51.55245,0.14757
Culvers House Primary School,London,London,Sutton,Carshalton and Wallington,CR4 4JH,51.38193,-0.1593
Discovery Primary School,London,London,Greenwich,Erith and Thamesmead,SE28 0JN,51.50028,0.09461
Hoxton Garden Primary,London,London,Hackney,Hackney South and Shoreditch,N1 5JD,51.53377,-0.08067
Grange Primary School,London,London,Ealing,Ealing Central and Acton,W5 4HN,51.50389,-0.30555
The Woodbridge Park Education Service,London,London,Hounslow,Brentford and Isleworth,TW7 5ED,51.47788,-0.33408
Montem Primary School,London,London,Islington,Islington North,N7 7QT,51.56097,-0.11506
James Wolfe Primary School and Centre for the Deaf,London,London,Greenwich,Greenwich and Woolwich,SE10 8RZ,51.47686,-0.00884
Bonneville Primary School,London,London,Lambeth,Streatham,SW4 9LB,51.45324,-0.14039
Westminster Academy,London,London,Westminster,Westminster North,W2 5EZ,51.52111,-0.19293
Virgo Fidelis Convent Senior School,London,London,Croydon,Croydon North,SE19 1RS,51.42126,-0.09568
Mayespark Primary School,London,London,Redbridge,Ilford South,IG3 9PX,51.55702,0.10803
Elthorne Park High School,London,London,Ealing,"Ealing, Southall",W7 2AH,51.50026,-0.32985
Whitchurch Primary School & Nursery,London,London,Harrow,Harrow East,HA7 2EQ,51.6083,-0.30374
Newington Green Primary School,London,London,Islington,Islington North,N16 8NP,51.55192,-0.08363
Hill Mead Primary School,London,London,Lambeth,Dulwich and West Norwood,SW9 8UE,51.46196,-0.10732
Menorah Foundation School,London,London,Barnet,Hendon,HA8 0QS,51.60781,-0.26358
Oakthorpe Primary School,London,London,Enfield,Edmonton,N13 6BY,51.6145,-0.09093
St Mary's RC Primary School,London,London,Brent,Hampstead and Kilburn,NW6 5ST,51.53447,-0.19777
The Mawney Foundation  School,London,London,Havering,Romford,RM7 7HR,51.57857,0.17504
Earlham Primary School,London,London,Haringey,Hornsey and Wood Green,N22 5HJ,51.60299,-0.11023
"Sacred Heart Catholic Primary School, Battersea",London,London,Wandsworth,Battersea,SW11 2TD,51.46937,-0.16697
Bickley Primary School,London,London,Bromley,Bromley and Chislehurst,BR1 2SQ,51.40216,0.03069
Pinner Wood School,London,London,Harrow,"Ruislip, Northwood and Pinner",HA5 3RA,51.60281,-0.39533
Haringey Tuition Centre,London,London,Haringey,Tottenham,N17 6RA,51.59475,-0.07107
The R J Mitchell Primary School,London,London,Havering,Dagenham and Rainham,RM12 5PP,51.54118,0.20374
Lordship Lane Primary School,London,London,Haringey,Hornsey and Wood Green,N22 5PS,51.59878,-0.09494
The Cherry Trees School,London,London,Tower Hamlets,Poplar and Limehouse,E3 4EA,51.52528,-0.02022
The Bridge Academy,London,London,Hackney,Hackney South and Shoreditch,E2 8BA,51.53566,-0.07266
Wessex Gardens Primary School,London,London,Barnet,Finchley and Golders Green,NW11 9RR,51.57202,-0.2088
Cranbrook Primary School,London,London,Redbridge,Ilford South,IG1 3PS,51.57166,0.05649
Cherry Lane Primary School,London,London,Hillingdon,Hayes and Harlington,UB7 9DL,51.49716,-0.46086
West Grove Primary School,London,London,Enfield,"Enfield, Southgate",N14 4LR,51.63672,-0.12584
Clore Tikva School,London,London,Redbridge,Ilford North,IG6 2JN,51.59427,0.08008
Arts and Media School Islington,London,London,Islington,Islington North,N4 3LS,51.5671,-0.11575
Belmont Park School,London,London,Waltham Forest,Leyton and Wanstead,E10 6DB,51.57669,-0.00796
Betty Layward Primary School,London,London,Hackney,Hackney North and Stoke Newington,N16 9EX,51.55788,-0.0846
Thornton Heath Nursery School,London,London,Croydon,Croydon North,CR7 8RS,51.39674,-0.09568
Selhurst Nursery School and Children's Centre,London,London,Croydon,Croydon North,SE25 5PL,51.39029,-0.08961
Bruce Grove Primary School,London,London,Haringey,Tottenham,N17 6UH,51.59345,-0.07218
Harry Gosling Primary School,London,London,Tower Hamlets,Bethnal Green and Bow,E1 1NT,51.51389,-0.06616
Rotherfield Primary School,London,London,Islington,Islington South and Finsbury,N1 3EE,51.53849,-0.09008
Pooles Park Primary School,London,London,Islington,Islington North,N4 3NW,51.56491,-0.11233
Harris Academy Bermondsey,London,London,Southwark,Bermondsey and Old Southwark,SE16 3TZ,51.49325,-0.07092
Ark Burlington Danes Academy,London,London,Hammersmith and Fulham,Hammersmith,W12 0HR,51.51892,-0.22989
Ealing Alternative Provision,London,London,Ealing,Ealing North,W13 0LR,51.51923,-0.32928
Park View School,London,London,Haringey,Tottenham,N15 3QR,51.58647,-0.08982
Canonbury Primary School,London,London,Islington,Islington South and Finsbury,N1 2UT,51.545,-0.10159
Gascoigne Primary School,London,London,Barking and Dagenham,Barking,IG11 7DR,51.53254,0.08104
Hitherfield Primary School,London,London,Lambeth,Streatham,SW16 2JQ,51.43547,-0.11558
Alexander McLeod Primary School,London,London,Greenwich,Erith and Thamesmead,SE2 0QS,51.48649,0.11369
Hugh Myddelton Primary School,London,London,Islington,Islington South and Finsbury,EC1R 1YJ,51.52777,-0.10614
Brunswick Park Primary School,London,London,Southwark,Camberwell and Peckham,SE5 7QH,51.47758,-0.09039
Hunters Hall Primary School,London,London,Barking and Dagenham,Barking,RM10 8DE,51.54729,0.15607
Southwood Primary School,London,London,Barking and Dagenham,Barking,RM9 5LT,51.55153,0.13395
Christchurch Primary School,London,London,Redbridge,Ilford South,IG1 4LQ,51.56468,0.07645
Muswell Hill Primary School,London,London,Haringey,Hornsey and Wood Green,N10 3ST,51.59101,-0.14109
Henry Fawcett Primary School,London,London,Lambeth,Vauxhall,SE11 5BZ,51.4847,-0.11188
Risley Avenue Primary School,London,London,Haringey,Tottenham,N17 7AB,51.59914,-0.07669
Harris Academy Merton,London,London,Merton,Mitcham and Morden,CR4 1BP,51.40182,-0.13445
Avigdor Hirsch Torah Temimah Primary School,London,London,Brent,Brent Central,NW2 6RJ,51.55932,-0.23327
St Antony's Catholic Primary School,London,London,Newham,West Ham,E7 9PN,51.54067,0.02433
South Park Primary School,London,London,Redbridge,Ilford South,IG3 9HF,51.55785,0.09793
St Mary and St Michael Primary School,London,London,Tower Hamlets,Poplar and Limehouse,E1 0BD,51.5137,-0.05292
The Orion Primary School,London,London,Barnet,Hendon,NW7 2AL,51.60839,-0.24633
Kingsford Community School,London,London,Newham,East Ham,E6 5JG,51.51438,0.05537
Victoria Drive Primary Pupil Referral Unit,London,London,Wandsworth,Putney,SW19 6HR,51.44234,-0.21719
St John and St James CofE Primary School,London,London,Hackney,Hackney South and Shoreditch,E9 6DX,51.54807,-0.04995
Portman Early Childhood Centre,London,London,Westminster,Westminster North,NW8 8SU,51.52496,-0.16758
Malmesbury Primary School,London,London,Merton,Mitcham and Morden,SM4 6HG,51.38745,-0.18708
Highfield Primary School,London,London,Enfield,"Enfield, Southgate",N21 3HE,51.62943,-0.09437
Kingsgate Primary School,London,London,Camden,Hampstead and Kilburn,NW6 4LB,51.54346,-0.19676
Seven Sisters Primary School,London,London,Haringey,Tottenham,N15 5QE,51.58288,-0.08265
Highlands School,London,London,Enfield,Enfield North,N21 1QQ,51.64872,-0.10813
Crane Park Primary School,London,London,Hounslow,Feltham and Heston,TW13 5LN,51.44203,-0.38244
Fairholme Primary School,London,London,Hounslow,Feltham and Heston,TW14 8ET,51.4488,-0.43468
Green Dragon Primary School,London,London,Hounslow,Brentford and Isleworth,TW8 0BJ,51.4876,-0.29697
Harris Girls' Academy East Dulwich,London,London,Southwark,Camberwell and Peckham,SE22 0NR,51.4575,-0.05497
Walthamstow Academy,London,London,Waltham Forest,Walthamstow,E17 5DP,51.59948,-0.02444
Engayne Primary School,London,London,Havering,Hornchurch and Upminster,RM14 1SW,51.5709,0.26669
Sir John Heron Primary School,London,London,Newham,East Ham,E12 5PY,51.55127,0.0552
Conway Primary School,London,London,Greenwich,Erith and Thamesmead,SE18 1QY,51.48758,0.08944
Plaistow Primary School,London,London,Newham,West Ham,E13 9DQ,51.5317,0.0295
Mayesbrook Park School,London,London,Barking and Dagenham,Barking,RM9 6TJ,51.53801,0.13093
Eglinton Primary School,London,London,Greenwich,Greenwich and Woolwich,SE18 3PY,51.47783,0.06461
St Elizabeth Catholic Primary School,London,London,Tower Hamlets,Bethnal Green and Bow,E2 9JY,51.53271,-0.05143
Bishop Challoner Boys' School,London,London,Tower Hamlets,Poplar and Limehouse,E1 0LB,51.51356,-0.04974
Kings Avenue School,London,London,Lambeth,Streatham,SW4 8BQ,51.45638,-0.12984
Woodlands School,London,London,Harrow,Harrow East,HA8 6JP,51.60476,-0.28804
Kingsley High School,London,London,Harrow,Harrow East,HA3 6ND,51.60695,-0.34958
Kew Riverside Primary School,London,London,Richmond upon Thames,Richmond Park,TW9 4ES,51.47409,-0.27674
Pardes House Primary School,London,London,Barnet,Finchley and Golders Green,N3 1SA,51.59907,-0.19776
Beis Yaakov Primary School,London,London,Barnet,Brent North,NW9 6NQ,51.59177,-0.25769
Greig City Academy,London,London,Haringey,Hornsey and Wood Green,N8 7NU,51.58755,-0.11722
Waterside School,London,London,Greenwich,Greenwich and Woolwich,SE18 7NB,51.48734,0.08101
Oaks Park High School,London,London,Redbridge,Ilford North,IG2 7PQ,51.57846,0.09157
The Livity School,London,London,Lambeth,Streatham,SW16 2PW,51.43645,-0.12323
The Michael Tippett School,London,London,Lambeth,Dulwich and West Norwood,SE24 0HZ,51.46163,-0.10014
The William Hogarth Primary School,London,London,Hounslow,Brentford and Isleworth,W4 2JR,51.48806,-0.25698
William Morris Sixth Form,London,London,Hammersmith and Fulham,Hammersmith,W6 8RB,51.48943,-0.21723
Jo Richardson Community School,London,London,Barking and Dagenham,Barking,RM9 4UN,51.53333,0.12645
Lansbury Lawrence Primary School,London,London,Tower Hamlets,Poplar and Limehouse,E14 6DZ,51.51352,-0.01928
Loughborough Primary School,London,London,Lambeth,Dulwich and West Norwood,SW9 7UA,51.4702,-0.10523
Yesodey Hatorah Senior Girls School,London,London,Hackney,Hackney North and Stoke Newington,N16 6UB,51.57352,-0.06836
Brent River College,London,London,Brent,Brent North,NW9 9AE,51.58877,-0.26605
Jubilee Primary School,London,London,Lambeth,Streatham,SW2 2JE,51.45241,-0.11388
Hillview Nursery School,London,London,Harrow,Harrow West,HA2 0LW,51.56763,-0.34702
St. Dominic's Catholic Primary School,London,London,Hackney,Hackney South and Shoreditch,E9 5SR,51.54564,-0.04001
The Mulberry Primary School,London,London,Haringey,Tottenham,N17 9RB,51.59574,-0.06632
JFS,London,London,Brent,Brent North,HA3 9TE,51.58102,-0.28107
Marshgate Primary School,London,London,Richmond upon Thames,Richmond Park,TW10 6HY,51.46141,-0.29024
Northgate School,London,London,Barnet,Hendon,HA8 0AD,51.60647,-0.27124
The Smart Centre,London,London,Merton,Mitcham and Morden,SM4 6PT,51.3888,-0.19148
St Thomas of Canterbury Catholic Primary School,London,London,Merton,Mitcham and Morden,CR4 1YG,51.40432,-0.15925
Oakdale Junior School,London,London,Redbridge,Ilford North,E18 1JX,51.59262,0.03255
Oakdale Infants' School,London,London,Redbridge,Ilford North,E18 1JU,51.59296,0.03129
Gearies Primary School,London,London,Redbridge,Ilford North,IG2 6TF,51.57966,0.06989
Churchfields Junior School,London,London,Redbridge,Chingford and Woodford Green,E18 2RB,51.59828,0.027
Churchfields Infants' School,London,London,Redbridge,Chingford and Woodford Green,E18 2RB,51.59828,0.027
Parkhill Infants' School,London,London,Redbridge,Ilford North,IG5 0DB,51.58849,0.0636
Parkhill Junior School,London,London,Redbridge,Ilford North,IG5 0DB,51.58849,0.0636
St Mark's Church of England Academy,London,London,Merton,Mitcham and Morden,CR4 1SF,51.40628,-0.1544
Larmenier & Sacred Heart Catholic Primary School,London,London,Hammersmith and Fulham,Hammersmith,W6 7BL,51.49529,-0.21814
Gatton (VA) Primary School,London,London,Wandsworth,Tooting,SW17 0DS,51.43033,-0.16711
Malmesbury Primary School,London,London,Tower Hamlets,Bethnal Green and Bow,E3 2AB,51.52727,-0.02959
Orchard Primary School,London,London,Bexley,Old Bexley and Sidcup,DA14 6LW,51.4207,0.11048
Petts Hill Primary School,London,London,Ealing,Ealing North,UB5 4HB,51.55324,-0.36202
City of London Academy (Southwark),London,London,Southwark,Bermondsey and Old Southwark,SE1 5LA,51.48922,-0.0647
Harris Academy Peckham,London,London,Southwark,Camberwell and Peckham,SE15 5DZ,51.47377,-0.07402
Capital City Academy,London,London,Brent,Brent Central,NW10 3ST,51.53996,-0.2329
Normand Croft Community School for Early Years and Primary Education,London,London,Hammersmith and Fulham,Hammersmith,W14 9PA,51.48558,-0.20347
New River College Medical,London,London,Islington,Islington North,N19 5NF,51.56648,-0.13906
Starks Field Primary School,London,London,Enfield,Edmonton,N9 9SJ,51.62854,-0.0741
Oasis Academy Enfield,London,London,Enfield,Enfield North,EN3 7XH,51.67348,-0.02249
St Mary Magdalene Academy,London,London,Islington,Islington South and Finsbury,N7 8PG,51.54765,-0.10976
Redbridge Alternative Provision,London,London,Redbridge,Ilford North,IG6 1PU,51.59267,0.08671
Alec Reed Academy,London,London,Ealing,Ealing North,UB5 5LQ,51.54416,-0.38396
The Orchard School,London,London,Lambeth,Streatham,SW2 3ES,51.44444,-0.11825
Ealing Primary Centre,London,London,Ealing,Ealing North,UB6 8QJ,51.53817,-0.34542
New Regent's College,London,London,Hackney,Hackney North and Stoke Newington,E5 8AD,51.56071,-0.05927
CCfL Key Stage 3 PRU,London,London,Camden,Holborn and St Pancras,NW1 8DP,51.54443,-0.14704
Woodcroft Primary School,London,London,Barnet,Hendon,HA8 0QF,51.60887,-0.25294
Chestnuts Primary School,London,London,Haringey,Tottenham,N15 3AS,51.58301,-0.09154
North Harringay Primary School,London,London,Haringey,Tottenham,N8 0NU,51.58571,-0.10625
Mossbourne Community Academy,London,London,Hackney,Hackney South and Shoreditch,E5 8JY,51.55148,-0.06267
Bishop Ridley Church of England VA Primary School,London,London,Bexley,Old Bexley and Sidcup,DA16 2QE,51.45979,0.08739
London Academy,London,London,Barnet,Hendon,HA8 8DE,51.62248,-0.28935
Lambeth Academy,London,London,Lambeth,Streatham,SW4 9ET,51.45738,-0.14118
Ashley College,London,London,Brent,Brent North,HA9 8NP,51.56608,-0.29361
Rye Oak Primary School,London,London,Southwark,Camberwell and Peckham,SE15 3PD,51.46414,-0.06436
New Directions,London,London,Newham,East Ham,E16 2LS,51.50122,0.06492
St John's CofE School Stanmore,London,London,Harrow,Harrow East,HA7 3FD,51.6213,-0.31897
The Harefield Academy,London,London,Hillingdon,"Ruislip, Northwood and Pinner",UB9 6ET,51.60581,-0.47517
Sutton Tuition and Reintegration Service,London,London,Sutton,Carshalton and Wallington,SM5 4NR,51.34503,-0.16542
Haberdashers' Aske's Knights Academy,London,London,Lewisham,Lewisham East,BR1 5EB,51.42791,0.01646
Haberdashers' Aske's Hatcham College,London,London,Lewisham,"Lewisham, Deptford",SE14 5SF,51.46733,-0.04324
Akiva School,London,London,Barnet,Finchley and Golders Green,N3 2SY,51.59527,-0.18935
Parayhouse School,London,London,Hammersmith and Fulham,Hammersmith,W14 9BL,51.49186,-0.21402
Our Lady and St George's Catholic Primary School,London,London,Waltham Forest,Walthamstow,E17 3EA,51.58966,-0.00738
Cedars Manor School,London,London,Harrow,Harrow East,HA3 6LS,51.60546,-0.35189
Martin Primary School ,London,London,Barnet,Finchley and Golders Green,N2 9JP,51.59483,-0.16821
Riverside School,London,London,Bromley,Orpington,BR5 3HS,51.4039,0.11768
Ark King Solomon Academy,London,London,Westminster,Westminster North,NW1 6RU,51.52116,-0.16951
Harris Academy South Norwood,London,London,Croydon,Croydon North,SE25 6AE,51.40013,-0.07471
Southwark Inclusive Learning Service (Sils),London,London,Southwark,Camberwell and Peckham,SE15 6LF,51.48135,-0.07481
The Rosary Catholic Primary School,London,London,Hounslow,Feltham and Heston,TW5 0RL,51.48747,-0.37272
St Matthew Academy,London,London,Lewisham,Lewisham East,SE3 0XX,51.46421,-0.00044
Harris City Academy Crystal Palace,London,London,Croydon,Croydon North,SE19 2JH,51.41167,-0.07682
Ark Walworth Academy,London,London,Southwark,Bermondsey and Old Southwark,SE1 5UJ,51.48709,-0.07948
Ashcroft Technology Academy,London,London,Wandsworth,Putney,SW15 2UT,51.45632,-0.20773
Ark Evelyn Grace Academy,London,London,Lambeth,Dulwich and West Norwood,SE24 0QN,51.46066,-0.10424
Khalsa Primary School,London,London,Ealing,"Ealing, Southall",UB2 4LA,51.49502,-0.37042
Wren Academy,London,London,Barnet,Finchley and Golders Green,N12 9HB,51.61266,-0.16821
Woodcote Primary School,London,London,Croydon,Croydon South,CR5 2ED,51.32942,-0.13934
Chelsea Academy,London,London,Kensington and Chelsea,Chelsea and Fulham,SW10 0AB,51.4782,-0.18305
Treehouse School,London,London,Haringey,Hornsey and Wood Green,N10 3JA,51.58723,-0.14845
Hawkswood Primary PRU,London,London,Waltham Forest,Chingford and Woodford Green,E4 7RT,51.64314,-0.00661
Orchard Primary School,London,London,Hounslow,Brentford and Isleworth,TW4 5JW,51.46191,-0.37454
Ark Globe Academy,London,London,Southwark,Bermondsey and Old Southwark,SE1 6AG,51.49559,-0.09019
City of London Academy Islington,London,London,Islington,Islington South and Finsbury,N1 8PQ,51.53594,-0.09785
Branfil Primary School,London,London,Havering,Hornchurch and Upminster,RM14 2LW,51.55096,0.23712
Ark Academy,London,London,Brent,Brent North,HA9 9JR,51.56533,-0.27997
Iqra Primary School,London,London,Lambeth,Streatham,SW4 9PA,51.45524,-0.13004
Oasis Academy Coulsdon,London,London,Croydon,Croydon South,CR5 1ES,51.3002,-0.1139
Pimlico Academy,London,London,Westminster,Cities of London and Westminster,SW1V 3AT,51.48817,-0.13719
Harris Academy Falconwood,London,London,Bexley,Old Bexley and Sidcup,DA16 2PE,51.4578,0.08839
JCoSS,London,London,Barnet,Chipping Barnet,EN4 9GE,51.65639,-0.1719
Saint John Bosco College,London,London,Wandsworth,Battersea,SW11 3DQ,51.47473,-0.17195
Crowlands Primary School,London,London,Havering,Romford,RM7 9EJ,51.57365,0.16473
Harris Boys' Academy East Dulwich,London,London,Southwark,Camberwell and Peckham,SE22 0AT,51.45661,-0.06544
Bedfont Primary School,London,London,Hounslow,Feltham and Heston,TW14 9QZ,51.45796,-0.43126
"The City Academy, Hackney",London,London,Hackney,Hackney South and Shoreditch,E9 6EA,51.54866,-0.0486
Prendergast Vale School,London,London,Lewisham,"Lewisham, Deptford",SE13 7BN,51.46356,-0.016
Chatsworth Primary School,London,London,Hounslow,Brentford and Isleworth,TW3 2NW,51.46463,-0.35505
Haberdashers' Aske's Crayford Academy,London,London,Bexley,Bexleyheath and Crayford,DA1 4RS,51.45523,0.18305
Harris Academy Purley,London,London,Croydon,Croydon South,CR2 6DT,51.35306,-0.10782
Oasis Academy Hadley,London,London,Enfield,Edmonton,EN3 4PX,51.64151,-0.03734
Oasis Academy Shirley Park,London,London,Croydon,Croydon Central,CR9 7AL,51.3829,-0.06308
The Crest Academy,London,London,Brent,Brent Central,NW2 7SN,51.56304,-0.24201
